loan_id,customer_id,application_date,loan_amount,interest_rate,term_months,product_type,default_flag
L001818,C000087,2021-08-10,18555.63,3.36,12,PERSONAL_LOAN,false
L001819,C000196,2018-01-15,26633.89,7.38,60,CAR_LOAN,false
L001820,C000391,2018-05-25,26672.83,2.94,72,BIKE_LOAN,false
L001821,C000331,2022-05-01,14863.67,6.2,48,PERSONAL_LOAN,false
L001822,C000252,2024-11-14,13501.78,8.38,72,BIKE_LOAN,false
L001823,C000461,2019-09-20,22077.37,7.78,24,CAR_LOAN,false
L001824,C000375,2019-12-16,43447.67,4.83,36,CAR_LOAN,false
L001825,C000011,2022-11-04,36828.92,3.36,48,BIKE_LOAN,false
L001826,C000278,2020-07-18,44474.55,3.25,72,BIKE_LOAN,false
L001827,C000208,2022-09-21,40112.12,5.26,48,BIKE_LOAN,false
L001828,C000238,2022-01-29,17187.66,6.49,24,PERSONAL_LOAN,false
L001829,C000126,2020-06-07,32928.77,5.91,72,PERSONAL_LOAN,false
L001830,C000187,2023-03-13,26024.63,7.08,48,BIKE_LOAN,false
L001831,C000110,2022-05-29,8935.92,3.15,72,BIKE_LOAN,false
L001832,C000427,2024-12-29,20308.95,3.7,36,PERSONAL_LOAN,false
L001833,C000338,2022-04-24,42359.12,5.09,48,CAR_LOAN,false
L001834,C000198,2024-05-13,31013.73,4.14,72,PERSONAL_LOAN,false
L001835,C000080,2022-07-05,27152.9,7.31,24,BIKE_LOAN,false
L001836,C000126,2019-06-19,35030.05,5.42,60,PERSONAL_LOAN,false
L001837,C000322,2018-05-25,31399.96,7.22,12,CAR_LOAN,true
L001838,C000442,2018-08-05,16923.36,3.04,36,CAR_LOAN,false
L001839,C000491,2020-05-22,15917.6,2.9,60,BIKE_LOAN,false
L001840,C000425,2023-01-04,22953.67,6.72,36,BIKE_LOAN,false
L001841,C000288,2019-10-17,40834.32,3.41,48,CAR_LOAN,false
L001842,C000317,2022-08-06,9647.78,5.81,48,PERSONAL_LOAN,false
L001843,C000354,2020-10-18,43997.24,6.48,24,BIKE_LOAN,false
L001844,C000021,2019-07-10,39969.74,5.34,48,CAR_LOAN,false
L001845,C000301,2022-01-24,42099.57,6.01,24,BIKE_LOAN,false
L001846,C000497,2023-07-08,42757.37,5.9,36,CAR_LOAN,false
L001847,C000036,2019-12-27,8667.62,4.3,48,CAR_LOAN,false
L001848,C000479,2020-03-18,43386.15,4.42,72,CAR_LOAN,false
L001849,C000410,2023-07-20,3670.13,7.85,48,CAR_LOAN,false
L001850,C000130,2020-02-26,24563.76,8.39,12,BIKE_LOAN,false
L001851,C000086,2018-08-02,30275.01,6.7,36,BIKE_LOAN,false
L001852,C000173,2018-06-15,14459.14,8.47,72,BIKE_LOAN,false
L001853,C000171,2024-03-08,4317.7,7.73,60,CAR_LOAN,false
L001854,C000010,2021-05-24,18988.19,7.93,48,BIKE_LOAN,true
L001855,C000345,2021-01-12,32267.96,4.51,60,BIKE_LOAN,false
L001856,C000176,2019-06-27,42602.06,6.81,60,CAR_LOAN,false
L001857,C000137,2018-12-08,41361.01,8.01,12,PERSONAL_LOAN,false
L001858,C000442,2023-09-16,40624.4,2.64,24,CAR_LOAN,false
L001859,C000091,2022-03-10,5728.29,5.93,24,CAR_LOAN,false
L001860,C000005,2018-02-25,33933.15,4.55,60,CAR_LOAN,false
L001861,C000321,2023-03-03,29502.12,4.49,72,CAR_LOAN,false
L001862,C000029,2019-07-23,11379.9,6.98,12,CAR_LOAN,false
L001863,C000488,2019-01-11,3161.33,7.25,24,CAR_LOAN,true
L001864,C000041,2022-05-04,16457.01,5.68,48,CAR_LOAN,false
L001865,C000254,2024-10-15,32663.51,5.32,72,PERSONAL_LOAN,false
L001866,C000441,2018-09-08,21585.69,5.55,12,CAR_LOAN,false
L001867,C000135,2019-08-13,39883.42,5.95,24,PERSONAL_LOAN,false
L001868,C000390,2018-11-07,10904.34,7.59,24,CAR_LOAN,false
L001869,C000429,2024-08-23,15462.22,4.97,72,BIKE_LOAN,false
L001870,C000129,2021-11-13,33888.61,5.68,72,PERSONAL_LOAN,false
L001871,C000387,2019-10-23,5715.44,2.88,36,PERSONAL_LOAN,false
L001872,C000387,2022-10-28,6357.97,7.09,72,BIKE_LOAN,true
L001873,C000382,2018-12-28,16372.72,7.13,36,PERSONAL_LOAN,false
L001874,C000348,2018-09-27,26906.45,6.86,36,BIKE_LOAN,false
L001875,C000416,2023-05-22,18558.62,4.3,48,BIKE_LOAN,false
L001876,C000382,2020-02-19,12580.69,3.52,72,BIKE_LOAN,false
L001877,C000451,2023-03-06,16623.45,7.28,48,BIKE_LOAN,false
L001878,C000238,2023-01-27,9412.76,6.93,48,BIKE_LOAN,false
L001879,C000448,2019-07-26,36107.14,4.79,72,CAR_LOAN,false
L001880,C000008,2022-11-15,36237.75,6.47,24,CAR_LOAN,false
L001881,C000095,2020-06-07,6983.54,4.85,24,BIKE_LOAN,false
L001882,C000012,2023-07-31,19473.74,4.32,60,BIKE_LOAN,false
L001883,C000250,2024-10-21,33396.63,5.1,24,BIKE_LOAN,false
L001884,C000031,2021-12-18,43380.46,2.9,36,PERSONAL_LOAN,false
L001885,C000149,2019-08-03,12876.4,8.16,24,BIKE_LOAN,false
L001886,C000490,2021-06-15,29523.36,4.53,36,PERSONAL_LOAN,false
L001887,C000314,2019-05-15,28162.86,5.68,36,PERSONAL_LOAN,false
L001888,C000353,2019-06-09,18521.84,8.32,12,CAR_LOAN,false
L001889,C000214,2020-10-05,11797.15,4.46,24,BIKE_LOAN,false
L001890,C000462,2023-05-05,36045.86,5.83,60,BIKE_LOAN,false
L001891,C000462,2019-06-05,43549.9,7.19,60,CAR_LOAN,false
L001892,C000313,2020-08-28,37159.52,3.99,60,BIKE_LOAN,false
L001893,C000161,2023-09-24,39990.58,4.8,24,PERSONAL_LOAN,false
L001894,C000271,2023-07-04,22432.95,7.9,72,BIKE_LOAN,false
L001895,C000200,2020-03-02,36233.83,4.16,24,BIKE_LOAN,false
L001896,C000031,2023-04-25,13356.6,6.3,36,BIKE_LOAN,false
L001897,C000248,2024-04-20,9137.05,4.14,36,BIKE_LOAN,false
L001898,C000310,2024-01-06,11402.45,7.36,24,PERSONAL_LOAN,false
L001899,C000152,2018-09-06,33890.79,3.67,60,BIKE_LOAN,false
L001900,C000193,2022-09-29,32427.14,7.62,36,BIKE_LOAN,false
L001901,C000152,2018-04-14,4210.49,6.36,48,CAR_LOAN,false
L001902,C000398,2019-08-28,21760.77,4.79,24,PERSONAL_LOAN,false
L001903,C000161,2019-03-18,42349.93,5.24,24,PERSONAL_LOAN,false
L001904,C000146,2019-10-30,27632.17,4.44,12,CAR_LOAN,false
L001905,C000168,2024-03-13,23038.26,3.35,72,BIKE_LOAN,false
L001906,C000322,2022-11-14,30145.79,4.87,36,PERSONAL_LOAN,false
L001907,C000018,2021-03-04,16608.59,7.04,12,PERSONAL_LOAN,false
L001908,C000368,2019-06-25,23860.42,8.06,24,CAR_LOAN,false
L001909,C000084,2020-08-20,6858.1,4.66,36,BIKE_LOAN,false
L001910,C000176,2018-10-12,23683.14,5.77,60,BIKE_LOAN,false
L001911,C000203,2019-09-27,26020.1,3.04,24,BIKE_LOAN,false
L001912,C000391,2020-12-04,12550.64,2.84,72,PERSONAL_LOAN,true
L001913,C000330,2020-07-12,23105.12,2.75,24,CAR_LOAN,false
L001914,C000071,2023-08-13,16417.28,4.83,72,PERSONAL_LOAN,false
L001915,C000262,2021-04-01,23673.55,6.52,72,BIKE_LOAN,false
L001916,C000021,2020-03-30,27766.08,3.75,60,BIKE_LOAN,true
L001917,C000360,2018-11-27,27426.5,4.71,24,BIKE_LOAN,false
L001918,C000275,2018-01-31,41438.43,6.97,36,BIKE_LOAN,false
L001919,C000262,2022-05-10,9714.26,3.71,60,BIKE_LOAN,false
L001920,C000168,2020-12-02,19490.56,6.4,48,CAR_LOAN,false
L001921,C000496,2023-09-28,35340.7,3.73,12,CAR_LOAN,false
L001922,C000055,2020-04-22,11405.99,5.92,72,BIKE_LOAN,false
L001923,C000346,2020-05-27,40239.39,7.41,36,BIKE_LOAN,false
L001924,C000321,2020-07-30,26807.56,7.81,36,CAR_LOAN,false
L001925,C000159,2018-02-20,12089.79,3.59,36,CAR_LOAN,false
L001926,C000369,2022-05-11,33238.71,5.25,48,PERSONAL_LOAN,false
L001927,C000472,2023-07-07,23167.37,6.08,72,CAR_LOAN,false
L001928,C000055,2018-01-02,38812.62,6.22,12,BIKE_LOAN,false
L001929,C000156,2022-12-28,19019.68,5.91,24,CAR_LOAN,false
L001930,C000111,2020-02-21,43779.49,6.95,36,CAR_LOAN,false
L001931,C000335,2018-04-02,15493.74,2.71,12,BIKE_LOAN,false
L001932,C000234,2020-04-18,8053.65,6.32,72,CAR_LOAN,false
L001933,C000478,2023-05-06,10332.41,3.18,72,CAR_LOAN,false
L001934,C000454,2024-07-02,32186.58,4.14,12,PERSONAL_LOAN,false
L001935,C000033,2019-09-20,12049.97,4.89,48,CAR_LOAN,true
L001936,C000222,2023-03-23,20321.82,8.34,60,CAR_LOAN,false
L001937,C000492,2021-02-24,32815.87,6.81,24,BIKE_LOAN,true
L001938,C000140,2020-02-10,12862.38,5.19,12,PERSONAL_LOAN,true
L001939,C000289,2022-11-19,26475.66,6.72,24,PERSONAL_LOAN,false
L001940,C000025,2021-03-19,18289.46,6.09,48,BIKE_LOAN,false
L001941,C000192,2022-03-01,33500.34,5.74,36,PERSONAL_LOAN,false
L001942,C000209,2019-12-14,27368.9,4.73,36,BIKE_LOAN,false
L001943,C000345,2023-07-19,31379.85,4.95,48,CAR_LOAN,false
L001944,C000454,2019-07-18,16977.77,4.65,48,BIKE_LOAN,false
L001945,C000442,2019-11-04,40369.12,4.56,72,CAR_LOAN,false
L001946,C000277,2019-10-16,38746.11,5.94,24,PERSONAL_LOAN,false
L001947,C000422,2022-09-13,39990.37,8.44,60,CAR_LOAN,false
L001948,C000295,2018-01-17,13698.12,5.8,24,PERSONAL_LOAN,false
L001949,C000364,2021-10-03,23545.56,4.45,36,PERSONAL_LOAN,false
L001950,C000268,2022-05-28,12201.0,4.61,48,PERSONAL_LOAN,false
L001951,C000055,2020-07-13,29899.71,5.22,72,CAR_LOAN,false
L001952,C000458,2023-08-29,36597.28,5.47,12,PERSONAL_LOAN,false
L001953,C000124,2022-07-22,15720.02,3.76,72,CAR_LOAN,false
L001954,C000098,2018-04-07,3681.24,4.27,24,CAR_LOAN,false
L001955,C000349,2018-10-20,5814.92,5.22,12,BIKE_LOAN,false
L001956,C000339,2022-07-09,3443.88,6.09,36,BIKE_LOAN,false
L001957,C000156,2022-10-22,29008.83,8.02,72,PERSONAL_LOAN,false
L001958,C000348,2023-07-06,44034.57,5.5,36,CAR_LOAN,false
L001959,C000243,2022-04-21,34622.55,7.12,48,PERSONAL_LOAN,false
L001960,C000451,2021-12-08,42863.14,6.61,12,BIKE_LOAN,true
L001961,C000250,2018-12-22,22944.62,5.76,12,CAR_LOAN,false
L001962,C000367,2019-01-21,22096.82,6.99,24,PERSONAL_LOAN,false
L001963,C000018,2021-08-15,16012.17,7.16,48,CAR_LOAN,false
L001964,C000049,2018-02-12,31720.6,6.06,72,CAR_LOAN,false
L001965,C000228,2018-10-11,24087.05,5.28,72,PERSONAL_LOAN,false
L001966,C000474,2024-01-04,30455.5,2.79,60,CAR_LOAN,false
L001967,C000252,2019-12-14,40894.99,4.26,24,CAR_LOAN,false
L001968,C000170,2022-10-14,7606.33,3.43,12,CAR_LOAN,false
L001969,C000128,2018-01-24,19266.75,6.97,72,CAR_LOAN,false
L001970,C000023,2021-05-23,10672.47,4.54,72,PERSONAL_LOAN,false
L001971,C000118,2022-12-27,36953.58,8.19,12,CAR_LOAN,false
L001972,C000068,2024-10-14,26636.37,5.13,36,PERSONAL_LOAN,false
L001973,C000363,2023-11-22,40702.96,4.71,60,CAR_LOAN,false
L001974,C000018,2021-02-16,21324.23,6.71,12,CAR_LOAN,false
L001975,C000450,2022-01-04,22934.27,5.54,24,CAR_LOAN,false
L001976,C000083,2018-12-20,26957.67,6.49,48,PERSONAL_LOAN,false
L001977,C000192,2024-04-01,14046.28,2.9,72,CAR_LOAN,false
L001978,C000060,2024-04-11,4669.74,3.71,36,CAR_LOAN,false
L001979,C000201,2018-02-15,18618.06,5.56,12,CAR_LOAN,false
L001980,C000137,2024-07-26,25281.81,4.32,24,BIKE_LOAN,false
L001981,C000441,2023-05-22,36651.46,3.63,48,BIKE_LOAN,false
L001982,C000051,2019-12-08,19290.02,6.3,60,CAR_LOAN,false
L001983,C000066,2023-09-20,9106.91,7.06,48,PERSONAL_LOAN,false
L001984,C000038,2024-05-07,9918.77,6.26,48,PERSONAL_LOAN,false
L001985,C000116,2020-12-11,20068.44,7.01,12,BIKE_LOAN,false
L001986,C000015,2020-02-28,31209.55,8.08,48,BIKE_LOAN,false
L001987,C000444,2020-07-09,34441.56,3.26,60,PERSONAL_LOAN,false
L001988,C000331,2019-10-07,13136.31,5.63,48,CAR_LOAN,false
L001989,C000016,2022-09-06,5786.03,3.01,24,PERSONAL_LOAN,true
L001990,C000143,2022-05-30,14795.01,6.4,36,BIKE_LOAN,false
L001991,C000310,2021-09-01,41611.73,7.63,48,PERSONAL_LOAN,false
L001992,C000388,2024-08-11,32200.48,8.04,60,PERSONAL_LOAN,false
L001993,C000294,2019-07-17,22711.78,3.05,48,BIKE_LOAN,false
L001994,C000316,2018-09-15,13566.9,4.11,36,BIKE_LOAN,false
L001995,C000117,2021-07-06,41926.43,4.44,24,PERSONAL_LOAN,false
L001996,C000498,2021-06-08,11057.55,4.51,72,BIKE_LOAN,false
L001997,C000307,2022-10-03,31126.75,3.63,60,CAR_LOAN,false
L001998,C000353,2021-04-23,10978.57,6.62,72,PERSONAL_LOAN,false
L001999,C000105,2023-03-11,27433.46,3.54,72,PERSONAL_LOAN,false
L002000,C000327,2020-10-08,11640.82,7.24,36,CAR_LOAN,false
